id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
15162,men,apparel,topwear,tshirts,maroon,fall,2011.0,casual,arrow sport men stripes maroon polo tshirts
24641,men,accessories,other,other,purple,summer,2012.0,formal,reid & taylor men purple silk knot cufflinks
39761,women,apparel,bottomwear,other,beige,fall,2012.0,casual,arrow woman beige trousers
34385,men,apparel,topwear,tshirts,red,summer,2012.0,casual,myntra men red do bananas t-shirt
32183,men,footwear,flip flops,flip flops,black,summer,2012.0,casual,adidas men ripple black flip flops
26281,men,apparel,topwear,tshirts,black,summer,2012.0,casual,proline men black printed t-shirt
57268,men,apparel,topwear,tshirts,other,summer,2012.0,casual,the amazing spiderman men teal printed t-shirt
34831,men,footwear,shoes,sports shoes,white,summer,2012.0,sports,adidas men bolt white sports shoes
48653,women,accessories,jewellery,other,silver,summer,2013.0,casual,lucera women silver earrings
59254,men,accessories,watches,watches,white,winter,2016.0,casual,titan men white dial watch
13567,men,apparel,innerwear,other,black,summer,2016.0,casual,hanes men racer back black innerwear vests
9621,men,apparel,topwear,shirts,blue,fall,2011.0,casual,indigo nation men checks blue shirts
32202,men,apparel,topwear,kurtas,red,summer,2012.0,ethnic,fabindia men printed red kurta
17188,men,apparel,topwear,shirts,blue,winter,2016.0,casual,u.s. polo assn. men checks blue shirt
29642,men,apparel,topwear,shirts,black,summer,2012.0,formal,indigo nation men black shirt
24738,women,accessories,bags,handbags,beige,winter,2015.0,casual,murcia women leatherite beige bag
3373,women,footwear,shoes,sports shoes,silver,spring,2011.0,sports,asics women gt 2160 performance silver pink shoe
21882,women,apparel,topwear,other,blue,fall,2011.0,ethnic,biba outlet women printed navy blue kaftan top
31797,men,apparel,topwear,tshirts,black,summer,2012.0,casual,lee men smitha black t-shirt
28010,men,apparel,innerwear,other,grey,summer,2016.0,casual,jockey zone men grey modern trunks us19
36805,men,accessories,watches,watches,white,winter,2016.0,casual,maxima men white dial ssteele watch
13986,men,footwear,shoes,casual shoes,white,fall,2011.0,casual,puma men d force lo sf white casual shoes
47044,women,apparel,bottomwear,other,other,fall,2012.0,ethnic,shree women multi coloured jodhpuri salwar
57130,women,apparel,topwear,tops,white,summer,2012.0,casual,elle women printed white top
27967,men,apparel,innerwear,other,green,summer,2016.0,casual,jockey sp-ow men green innerwear vest sp11
26477,men,apparel,topwear,tshirts,white,summer,2012.0,casual,puma men graphic white t-shirt
26655,women,footwear,shoes,sports shoes,pink,summer,2012.0,sports,puma women maya shimmer pink sports shoes
22430,women,apparel,topwear,other,green,summer,2011.0,ethnic,global desi women printed green tunic
33139,boys,apparel,topwear,tshirts,grey,summer,2012.0,casual,gini and jony boys printed grey t-shirt
57178,women,apparel,topwear,other,blue,summer,2012.0,casual,elle women blue tunic
6313,unisex,footwear,flip flops,flip flops,navy blue,winter,2011.0,casual,puma unisex issac navy white flip flop
35566,men,footwear,shoes,other,black,summer,2012.0,formal,arrow men black formal shoes
15262,women,footwear,shoes,casual shoes,purple,fall,2011.0,casual,adidas originals women sl 72 purple casual shoes
44752,men,footwear,shoes,casual shoes,white,summer,2012.0,casual,globalite men white court shoes
13165,men,footwear,shoes,sports shoes,silver,fall,2011.0,sports,skechers men reliance silver sports shoes
50623,men,apparel,innerwear,briefs,black,winter,2016.0,casual,chromozome men black briefs
21991,women,accessories,bags,handbags,brown,winter,2015.0,casual,murcia women casual brown handbag
58004,women,apparel,topwear,tops,pink,fall,2012.0,casual,latin quarters women pink & black top
44995,men,accessories,watches,watches,green,winter,2016.0,casual,maxima men digital watch
19662,men,apparel,topwear,other,blue,fall,2011.0,casual,united colors of benetton men printed blue sweatshirt
31838,men,accessories,watches,watches,silver,winter,2016.0,casual,titan men silver dial watch
3376,women,footwear,shoes,sports shoes,black,spring,2012.0,sports,asics women gel technology active black white pink shoe
51647,men,accessories,watches,watches,blue,winter,2016.0,casual,fossil men blue dial chronograph watch fs4703
42239,women,apparel,topwear,other,blue,summer,2012.0,casual,sepia women blue tunic
49936,men,apparel,innerwear,other,white,summer,2016.0,casual,hanes men white classic u-neck vest
31956,men,footwear,shoes,sports shoes,black,summer,2012.0,sports,nike men air ring leader low black sports shoes
6728,women,footwear,shoes,sports shoes,white,summer,2011.0,sports,puma women faas 300 white silver purple shoe
16282,men,apparel,topwear,other,white,fall,2011.0,casual,superman men white sweatshirt
39505,unisex,accessories,bags,other,black,summer,2012.0,casual,peter england unisex black duffle bag
11868,men,footwear,sandal,sandals,black,fall,2011.0,casual,franco leone men casual black sandals
26705,women,footwear,shoes,other,black,fall,2011.0,casual,nike women black tenkay shoes
39730,women,apparel,topwear,tops,other,summer,2012.0,casual,arrow woman lavender top
40029,men,apparel,topwear,tshirts,blue,summer,2012.0,casual,adidas men blue chelsea fc t-shirt
25389,men,apparel,innerwear,briefs,red,summer,2016.0,casual,levis men pack of 3 briefs
30864,women,apparel,topwear,kurtas,other,summer,2012.0,ethnic,fabindia women magenta kurta
25488,men,footwear,shoes,casual shoes,black,summer,2012.0,casual,nike men backboard black casual shoes
24447,women,apparel,innerwear,briefs,white,summer,2017.0,casual,beyouty women  pack of 3 briefs
17455,men,accessories,watches,watches,black,winter,2016.0,casual,casio enticer men silver analogue watches (a168) mtp-1192a-1adf
43972,men,personal care,fragrance,other,silver,spring,2017.0,casual,dkny men perfume
50151,women,footwear,shoes,heels,black,winter,2012.0,casual,rocia women black flats
44273,men,accessories,wallets,wallets,black,summer,2012.0,formal,hidekraft men black wallet
54606,men,apparel,innerwear,briefs,other,summer,2016.0,casual,jockey elance men charcoal  briefs 1009
53145,women,footwear,shoes,heels,blue,winter,2015.0,casual,catwalk women blue sandals
7721,women,footwear,shoes,sports shoes,white,fall,2011.0,sports,puma women exsis 2 white blue shoe
28538,men,apparel,topwear,tshirts,other,summer,2012.0,sports,nike men challenger charcoal t-shirt
5788,women,apparel,bottomwear,other,white,summer,2011.0,casual,jealous 21 women's checkered pink white short
12704,men,footwear,shoes,sports shoes,grey,fall,2011.0,sports,nike men air relentness grey sports shoes
59564,men,accessories,other,other,other,summer,2012.0,casual,revv men steel cufflinks
42224,women,apparel,topwear,tops,white,summer,2012.0,casual,sepia women white top
55642,women,footwear,shoes,heels,black,winter,2015.0,casual,catwalk women black peep toes
20232,women,apparel,topwear,other,blue,fall,2011.0,casual,wrangler women felt blue sweater
19349,men,footwear,shoes,sports shoes,black,summer,2012.0,sports,numero uno men fashion black sports shoes
47511,men,apparel,innerwear,briefs,other,summer,2016.0,casual,facit men grey melange brief
2176,men,apparel,topwear,tshirts,blue,spring,2011.0,casual,probase men blue & green t-shirt
21509,women,accessories,bags,handbags,black,winter,2015.0,casual,kiara women classic black handbag
20389,women,accessories,bags,handbags,brown,winter,2015.0,casual,baggit women praise taj brown handbag
33274,girls,apparel,bottomwear,other,black,summer,2012.0,casual,gini and jony girls black leggings
15233,men,footwear,shoes,casual shoes,blue,fall,2011.0,casual,adidas originals men samba blue casual shoes
5641,men,footwear,shoes,sports shoes,brown,summer,2011.0,sports,adidas men arcane brown shoe
51978,women,apparel,other,other,black,summer,2017.0,casual,inaya women black lounge pants
22458,women,apparel,bottomwear,other,pink,fall,2011.0,casual,myntra women pink leggings
50436,men,apparel,innerwear,briefs,black,summer,2016.0,casual,chromozome men black briefs
25137,women,accessories,bags,other,grey,winter,2015.0,casual,lino perros women grey clutch
5367,men,footwear,shoes,sports shoes,white,summer,2011.0,sports,artengo artengo 633d man black
14607,men,accessories,socks,other,brown,summer,2011.0,casual,united colors of benetton men stripes brown socks
9112,men,footwear,shoes,sports shoes,white,fall,2011.0,sports,puma men exsis 2 white sports shoes
43228,women,accessories,bags,handbags,brown,summer,2012.0,casual,united colors of benetton women brown swede finish handbag
17072,women,accessories,belts,belts,grey,winter,2015.0,casual,lino perros women weaved  grey belt
49352,men,footwear,shoes,casual shoes,black,summer,2012.0,casual,vans men black larkin shoes
31587,men,apparel,topwear,tshirts,black,summer,2012.0,casual,mark taylor men printed black t-shirt
52420,women,apparel,other,other,other,winter,2015.0,casual,red rose women cream & blue nightdress
14856,women,accessories,wallets,wallets,beige,summer,2011.0,casual,united colors of benetton women solid beige wallets
9382,men,footwear,shoes,casual shoes,white,fall,2011.0,casual,nike men sweet classic white casual shoes
17389,men,accessories,socks,other,red,summer,2016.0,casual,reid & taylor men solid red socks
7584,men,footwear,shoes,sports shoes,blue,summer,2011.0,sports,nike men's lunargli chlor blue black unargli shoe
39339,men,footwear,shoes,sports shoes,black,summer,2012.0,sports,fila men black flow verve sports shoes
48126,women,accessories,belts,belts,brown,summer,2012.0,casual,fossil women brown skinny mini belt
47188,men,footwear,shoes,other,brown,summer,2012.0,formal,ganuchi men brown shoes
12919,men,footwear,shoes,casual shoes,white,fall,2012.0,casual,id men casual white shoes
52888,women,apparel,other,other,yellow,fall,2012.0,ethnic,fnf yellow printed sari
13961,women,apparel,topwear,other,pink,fall,2011.0,casual,jealous 21 women solid pink sweaters
29523,women,accessories,watches,watches,white,winter,2016.0,casual,playboy women white dial watch
15748,men,apparel,bottomwear,other,black,fall,2011.0,casual,highlander men classic chinos black trousers
39770,men,apparel,topwear,shirts,green,summer,2012.0,casual,peter england men multi coloured casual shirt
13655,men,footwear,sandal,sandals,red,fall,2011.0,casual,adidas red whiritech slide m sandal
2394,men,footwear,shoes,casual shoes,black,winter,2018.0,casual,red tape men's casual black shoe
54972,women,apparel,dress,other,green,fall,2012.0,casual,femella women green & black dress
20490,women,accessories,bags,handbags,brown,winter,2015.0,casual,baggit women knotty taj brown handbag
16325,men,apparel,topwear,tshirts,purple,fall,2011.0,casual,peter england men printed purple tshirt
11016,women,apparel,topwear,tops,pink,fall,2011.0,casual,wrangler women floral print pink top
39071,men,apparel,topwear,shirts,blue,summer,2012.0,casual,arrow sport men blue & white check shirt
11148,men,apparel,topwear,shirts,purple,fall,2011.0,casual,scullers men fil a fil purple shirts
13202,men,footwear,shoes,sports shoes,white,fall,2011.0,sports,asics men gel ds 16 running white sports shoes
42228,women,apparel,topwear,tops,white,summer,2012.0,casual,sepia women white & green top
7412,women,apparel,topwear,kurtas,pink,summer,2011.0,ethnic,w women v neck short sleeve pink kurta
59895,women,apparel,dress,other,other,fall,2012.0,casual,femella women orange dress
22174,men,footwear,shoes,casual shoes,brown,fall,2012.0,casual,timberland men light brown casual shoes
22261,women,footwear,shoes,heels,other,winter,2012.0,casual,inc.5 women multi casual flats
25233,women,accessories,bags,handbags,navy blue,winter,2015.0,casual,lino perros women navy blue handbag
20851,women,accessories,bags,other,red,winter,2015.0,casual,spice art women ribbon embroidery red clutch
39718,women,apparel,topwear,tops,beige,summer,2012.0,casual,arrow woman beige top
59451,men,apparel,topwear,shirts,blue,fall,2012.0,casual,arrow sport men blue slim fit shirt
49722,men,accessories,other,other,black,summer,2012.0,casual,park avenue men black tie
4048,men,footwear,shoes,sports shoes,white,summer,2011.0,sports,adidas men's furano 2 white indigo silver shoe
46045,women,accessories,jewellery,other,gold,winter,2016.0,casual,estelle gold earrings
54796,men,apparel,bottomwear,other,blue,summer,2012.0,casual,peter england men blue jeans
16642,men,apparel,topwear,tshirts,purple,summer,2016.0,casual,facit men smart purple tshirt
20282,men,apparel,topwear,shirts,purple,fall,2011.0,casual,arrow men solid purple slim fit shirt
25485,women,footwear,flip flops,flip flops,pink,summer,2012.0,casual,nike women solarsoft thong pink flip flops
7708,women,apparel,bottomwear,other,blue,fall,2011.0,casual,jealous 21 women aliah blue jegging
36745,girls,apparel,other,other,red,summer,2012.0,casual,little miss girls sunshine red clothing set
30500,women,apparel,innerwear,other,purple,summer,2014.0,casual,lovable women fiona purple bra
48329,women,accessories,bags,handbags,purple,summer,2012.0,casual,pitaraa women purple sling bag
56682,men,accessories,watches,watches,white,winter,2016.0,casual,maxima men white chronograph watch
47607,women,footwear,shoes,other,purple,winter,2014.0,casual,portia women purple & black sandals
3946,women,apparel,topwear,tshirts,white,summer,2011.0,casual,jealous 21 women's white xoxo t-shirt
10281,men,footwear,shoes,other,black,fall,2012.0,formal,clarks men hang spring leather black formal shoes
13465,men,apparel,topwear,tshirts,purple,summer,2011.0,casual,united colors of benetton men stripes purple polo t-shirts
19610,women,apparel,topwear,tshirts,green,summer,2012.0,casual,united colors of benetton women green t-shirt
25934,women,accessories,other,other,grey,summer,2012.0,casual,femella women grey scarf
20299,women,apparel,topwear,other,blue,fall,2011.0,casual,jealous 21 women blue sweater
21277,women,accessories,eyewear,sunglasses,brown,winter,2016.0,casual,allen solly women sunglasses as150-c2
6230,women,apparel,topwear,tshirts,pink,summer,2011.0,casual,ucb women's basic round light pink t-shirt
49717,men,free items,other,other,black,summer,2012.0,formal,park avenue black & red checked tie
43375,men,footwear,flip flops,flip flops,black,summer,2013.0,casual,reebok men black possession flip flops
31290,women,apparel,topwear,tshirts,pink,summer,2012.0,casual,puma women striped pink t-shirt
33696,men,footwear,sandal,sandals,black,winter,2012.0,casual,cobblerz men black leather sandals
21520,women,accessories,bags,handbags,black,winter,2015.0,casual,kiara women classic black handbag
18175,girls,apparel,dress,other,other,fall,2011.0,casual,doodle kids girls party frock lavender dress
53597,men,accessories,watches,watches,black,winter,2016.0,casual,q&q men black digital watch m086j001y
39773,men,apparel,topwear,shirts,navy blue,summer,2012.0,casual,peter england men navy blue casual shirt
14940,men,apparel,bottomwear,other,black,fall,2011.0,casual,status quo men solid black shorts
57306,women,footwear,shoes,heels,white,winter,2012.0,casual,rocia women white heels
32400,women,apparel,topwear,tops,pink,summer,2012.0,casual,arrow woman printed multi coloured top
31104,boys,apparel,topwear,tshirts,red,summer,2012.0,casual,gini and jony boys pack of 2 t-shirts
55117,women,personal care,other,other,other,spring,2017.0,casual,lakme absolute mattreal skin natural mousse 03
42655,women,apparel,topwear,kurtas,maroon,summer,2012.0,ethnic,alma women maroon kurta
47230,men,footwear,sandal,sandals,brown,summer,2012.0,casual,franco leone men  brown sandals
20521,women,accessories,bags,handbags,brown,winter,2015.0,casual,baggit women brown map taj handbag
23906,men,footwear,shoes,casual shoes,white,fall,2012.0,casual,fila men figio white shoes
7651,men,accessories,socks,other,navy blue,summer,2016.0,casual,wrangler men's navy ankle length socks
46810,women,apparel,topwear,tshirts,yellow,summer,2012.0,casual,nike women yellow t-shirt
34881,women,accessories,bags,handbags,other,summer,2012.0,casual,envirosax women multi coloured bag
42261,men,apparel,bottomwear,other,blue,summer,2012.0,casual,john players men blue jeans
43191,women,accessories,watches,watches,white,winter,2016.0,casual,fastrack women white dial watch
44628,men,apparel,topwear,tshirts,grey,summer,2012.0,sports,nike men grey training t-shirt
27949,men,apparel,innerwear,other,grey,summer,2016.0,casual,jockey csm men comfort stretch grey trunks cs04
39324,girls,apparel,bottomwear,other,blue,summer,2012.0,casual,gini and jony girls blue shorts
58954,men,personal care,fragrance,other,yellow,spring,2017.0,casual,denim men illusion deo
36482,men,footwear,shoes,casual shoes,brown,summer,2012.0,casual,spinn men elevate brown shoes
15229,men,footwear,shoes,casual shoes,beige,fall,2011.0,casual,adidas originals men ciero mid st beige casual shoes
23625,girls,apparel,topwear,tops,pink,fall,2011.0,casual,doodle kids girls pink retro top
13179,men,footwear,shoes,sports shoes,black,fall,2011.0,sports,fila men dls maxim black sports shoes
19116,unisex,footwear,flip flops,flip flops,black,fall,2011.0,casual,lotto unisex arch black slippers
35145,women,accessories,bags,other,red,summer,2012.0,casual,allen solly woman red clutch
45920,men,accessories,watches,watches,white,winter,2016.0,casual,maxima men white dial watch
44658,unisex,footwear,shoes,casual shoes,red,summer,2012.0,casual,vans unisex red old skool shoes
44197,women,footwear,flip flops,flip flops,beige,winter,2012.0,casual,ipanema women beige flip flops
42271,unisex,footwear,shoes,casual shoes,white,summer,2012.0,casual,vans unisex white classic slip on casual shoes
45089,women,apparel,innerwear,other,brown,winter,2015.0,casual,bwitch  brown ester bra
11257,men,apparel,topwear,tshirts,black,fall,2011.0,casual,puma men cover black tshirts
11600,women,apparel,topwear,kurtas,grey,summer,2011.0,ethnic,w women printed grey kurtas
40564,women,accessories,watches,watches,white,winter,2016.0,casual,titan women white dial watch
3605,unisex,footwear,shoes,casual shoes,red,summer,2011.0,casual,converse unisex chuck taylor checks hi red canvas shoe
19171,men,apparel,topwear,other,grey,fall,2011.0,casual,united colors of benetton men printed grey sweatshirt
11086,men,apparel,topwear,shirts,green,fall,2011.0,casual,scullers men check green shirt
32580,women,apparel,topwear,other,blue,summer,2012.0,casual,only women blue printed tunic
36436,men,footwear,shoes,casual shoes,brown,summer,2012.0,casual,spinn men crome brown shoes
15108,women,apparel,topwear,tops,maroon,fall,2011.0,ethnic,mother earth women stripes maroon tops
6726,unisex,footwear,flip flops,flip flops,red,summer,2013.0,casual,puma unisex popart red flip flop
44740,men,footwear,shoes,casual shoes,white,summer,2012.0,casual,globalite men white terra shoes
36916,men,accessories,wallets,wallets,black,winter,2016.0,casual,fossil men black evans wallet
23945,men,apparel,topwear,tshirts,white,fall,2011.0,casual,provogue men printed white t-shirt
11268,men,apparel,bottomwear,other,other,fall,2011.0,formal,indigo nation men cream trouser cream trousers
56258,men,apparel,other,other,blue,summer,2016.0,casual,sdl by sweet dreams men blue & black pyjama set
10032,men,apparel,topwear,tshirts,black,fall,2011.0,sports,nike men as fcb core t black t-shirts
2620,men,apparel,topwear,tshirts,blue,fall,2010.0,sports,nike men's colors team india t-shirt
23871,men,apparel,topwear,tshirts,grey,fall,2011.0,casual,adidas men grey striped t-shirt
2354,unisex,sporting goods,other,other,black,winter,2010.0,sports,adidas black bounce unisex basketball
42662,women,apparel,topwear,kurtas,other,summer,2012.0,ethnic,alma women off white printed kurta
14384,women,footwear,shoes,heels,blue,winter,2015.0,casual,catwalk women casual blue flats
17577,men,apparel,bottomwear,other,grey,fall,2011.0,casual,mark taylor men solid grey trouser
40675,women,apparel,topwear,tshirts,navy blue,summer,2012.0,casual,lee women navy blue printed top
1164,men,apparel,topwear,tshirts,blue,winter,2015.0,sports,nike men blue t20 indian cricket jersey
43498,men,apparel,topwear,tshirts,other,summer,2012.0,casual,french connection men grey melange t-shirt
39612,women,footwear,shoes,heels,silver,winter,2015.0,casual,catwalk women silver heels
45655,men,apparel,innerwear,briefs,white,summer,2016.0,casual,park avenue white brief
22247,men,footwear,sandal,sandals,grey,fall,2012.0,casual,id men grey casual sandals
58722,men,apparel,topwear,tshirts,white,fall,2012.0,casual,puma men blue & white t-shirt
13690,men,footwear,shoes,sports shoes,black,fall,2011.0,sports,reebok men zigdynamic sports shoes
14708,men,apparel,topwear,shirts,white,fall,2011.0,formal,genesis men stripes white shirts
46471,men,accessories,watches,watches,white,winter,2016.0,casual,timex men white dial watch
20627,women,accessories,wallets,wallets,brown,winter,2015.0,casual,baggit women voodoo viva brown wallet
30872,women,apparel,topwear,kurtas,beige,summer,2012.0,ethnic,fabindia women beige hand block printed kurta
16622,men,apparel,bottomwear,other,other,fall,2011.0,casual,probase men solid khaki trouser
16390,men,apparel,bottomwear,other,other,spring,2013.0,formal,peter england men solid olive trouser
1578,men,apparel,topwear,tshirts,red,fall,2010.0,sports,domyos men good stroke red t-shirt
14617,men,accessories,socks,other,other,summer,2011.0,casual,united colors of benetton men pack of 3 cream socks
51826,women,apparel,innerwear,other,white,summer,2016.0,casual,bwitch white bra
26786,men,apparel,topwear,shirts,black,fall,2012.0,formal,arrow men black striped shirt
30060,men,accessories,watches,watches,silver,winter,2016.0,casual,skagen denmark men silver-toned dial watch 958xlsl
14009,men,apparel,topwear,tshirts,black,fall,2011.0,casual,nike men printed black tshirts
38214,men,accessories,eyewear,sunglasses,gold,winter,2016.0,casual,polaroid men sunglasses
49700,men,accessories,other,other,navy blue,summer,2012.0,ethnic,park avenue men navy blue tie
24657,men,accessories,socks,other,brown,summer,2016.0,casual,levis men pack of 3 casual socks
36200,boys,apparel,topwear,other,red,summer,2012.0,casual,gini jony boys printed red jacket
3986,men,apparel,topwear,tshirts,yellow,summer,2011.0,casual,mr.men men's strong lemon yellow t-shirt
26725,men,apparel,topwear,tshirts,black,summer,2012.0,casual,puma men large logo graphic black t-shirt
49009,women,accessories,jewellery,other,silver,summer,2012.0,casual,lucera women silver ring
40539,women,accessories,watches,watches,white,winter,2016.0,casual,titan women white dial watch
29514,women,accessories,watches,watches,white,winter,2016.0,casual,playboy women white dial watch
10479,men,apparel,topwear,shirts,red,fall,2011.0,casual,flying machine men fs red shirts
43477,men,footwear,shoes,casual shoes,other,summer,2016.0,casual,woodland men khaki shoes
39235,women,apparel,dress,other,brown,summer,2012.0,casual,femella women peach crepe front zipper dress dress
29677,men,apparel,bottomwear,other,other,summer,2012.0,casual,indigo nation men olive trousers
1886,men,apparel,topwear,tshirts,grey,winter,2010.0,casual,fifa mens red card grey t-shirt
8492,women,apparel,topwear,tops,other,fall,2011.0,casual,forever new women peony peach top
26115,men,apparel,topwear,shirts,purple,summer,2012.0,formal,john miller men purple shirt
11857,men,footwear,flip flops,flip flops,white,fall,2011.0,casual,playboy men casual white slippers
18383,men,apparel,innerwear,other,white,summer,2016.0,casual,undercolors of benetton men racer white innerwear vest
18692,men,apparel,innerwear,other,blue,summer,2016.0,casual,hanes men blue modern duo dry cotton stretch trunks
23607,women,personal care,fragrance,other,green,spring,2017.0,casual,nike fragrances women urban musk perfume 75 ml
24840,men,apparel,topwear,shirts,blue,fall,2011.0,casual,indigo nation men check blue shirt
41031,men,accessories,watches,watches,black,winter,2016.0,casual,nautica men black dial watch
52948,women,apparel,other,other,other,fall,2012.0,ethnic,fnf multi coloured sari
14754,men,apparel,topwear,shirts,blue,fall,2011.0,formal,arrow men solid blue shirts
50027,women,apparel,bottomwear,other,brown,winter,2015.0,casual,hanes women brown comfortsoft waistband cotton stretch full leggings
37724,men,apparel,topwear,shirts,grey,summer,2012.0,casual,john players men grey striped shirt
34970,women,accessories,other,other,other,summer,2012.0,casual,fabindia women off white printed stole
45342,women,footwear,shoes,heels,black,summer,2016.0,casual,cobblerz women black sandals
46094,men,footwear,sandal,sandals,grey,summer,2012.0,casual,adidas men grey climacool cayoosh sandals
11983,men,footwear,shoes,sports shoes,black,fall,2011.0,sports,fila men dls circuit 2 black sports shoes
5743,men,apparel,topwear,tshirts,other,summer,2011.0,casual,basics men orange & white striped hooded t-shirt
43586,girls,apparel,dress,other,blue,summer,2012.0,casual,gini and jony girls blue saloppette
26587,men,footwear,shoes,casual shoes,black,summer,2012.0,sports,puma men vibrant vi black sports shoes
46361,men,apparel,topwear,shirts,navy blue,summer,2012.0,casual,locomotive men navy blue check shirt
38017,women,accessories,watches,watches,blue,winter,2016.0,casual,q&q women blue watch
53708,women,accessories,bags,handbags,other,summer,2012.0,casual,kiara women mustard handbag
44885,men,apparel,topwear,tshirts,navy blue,summer,2012.0,casual,puma men navy blue striped polo neck t-shirt
21151,men,apparel,topwear,other,blue,fall,2011.0,casual,s.oliver men blue sweater
15690,men,apparel,topwear,shirts,white,fall,2011.0,formal,black coffee men micheal white slim fit shirt
24546,women,apparel,topwear,tops,brown,fall,2011.0,ethnic,mother earth women brown printed top
55293,women,personal care,other,other,other,spring,2017.0,casual,lakme absolute coralshine plump & shine lip gloss
33586,men,apparel,topwear,tshirts,purple,summer,2012.0,casual,wrangler men timeless lifestyle purple t-shirt
40398,women,apparel,topwear,tops,green,summer,2012.0,casual,tonga women green printed top
45499,women,apparel,bottomwear,other,navy blue,summer,2012.0,casual,fila women navy blue savari 3/4th pants
42519,men,apparel,topwear,shirts,white,summer,2012.0,casual,mother earth men white shirt
18954,men,accessories,socks,other,brown,summer,2016.0,casual,levis men fader stripes flat knit crew pack of 3 socks
40005,men,accessories,eyewear,sunglasses,black,winter,2016.0,casual,park avenue men black frame sunglasses
21547,women,accessories,bags,handbags,purple,winter,2015.0,casual,kiara women small pocket purple handbag
35677,men,footwear,shoes,casual shoes,brown,winter,2014.0,casual,u.s. polo assn. men brown leather casual shoes
52801,men,accessories,wallets,wallets,brown,summer,2012.0,casual,jag men chocolate brown leather wallet
59666,women,apparel,other,other,other,fall,2012.0,ethnic,fnf multicoloured evening wear sari
25393,men,apparel,innerwear,other,white,summer,2016.0,casual,levis men white innerwear t-shirt
55370,women,personal care,other,other,pink,spring,2017.0,casual,revlon iced mauve nail polish 333
7802,men,footwear,shoes,casual shoes,black,fall,2011.0,casual,puma men's benecio leather black plaza taupe shoe
3607,men,footwear,shoes,casual shoes,black,summer,2011.0,casual,converse men's chuck taylor print ox black canvas shoe
32856,women,footwear,shoes,heels,purple,winter,2012.0,casual,grendha women kall ad purple flats
54867,women,accessories,jewellery,other,blue,fall,2012.0,casual,ivory tag women blue necklace
5491,men,apparel,topwear,tshirts,purple,summer,2011.0,casual,mr.men men's strong light purple t-shirt
46126,women,accessories,jewellery,other,brown,winter,2015.0,casual,adrika brown necklace
7242,men,footwear,shoes,other,black,fall,2011.0,formal,rockport men's alfrew black shoe
13159,women,apparel,topwear,tshirts,grey,fall,2011.0,casual,puma women dark heather fuchsia grey tshirts
25612,women,accessories,watches,watches,black,winter,2016.0,casual,fastrack women black watch
27034,women,footwear,shoes,heels,other,winter,2015.0,casual,catwalk women bronze heels
43623,women,apparel,topwear,tops,green,summer,2012.0,casual,vero moda women green top
17542,men,apparel,topwear,shirts,white,fall,2011.0,formal,mark taylor men white & black striped shirt
3709,men,apparel,topwear,tshirts,purple,summer,2011.0,casual,classic polo men's purple black stripe t-shirt
28894,women,apparel,innerwear,briefs,black,summer,2017.0,casual,enamor women black boy shorts brief
16003,men,apparel,topwear,other,grey,fall,2011.0,casual,turtle solid men grey sweaters
59259,women,accessories,watches,watches,white,winter,2016.0,casual,titan women mother of pearl watch
57185,women,apparel,topwear,other,green,summer,2012.0,casual,elle women green tunic
24809,unisex,apparel,bottomwear,other,pink,fall,2011.0,sports,nabaiji unisex pink swimming cap
17078,women,accessories,wallets,wallets,red,winter,2015.0,casual,lino perros women blue zip red wallet
46290,men,footwear,shoes,sports shoes,black,summer,2012.0,sports,adidas men black hangkok sports shoes
55533,women,personal care,other,other,white,spring,2017.0,casual,revlon touch & glow advanced fairness face wash
11375,women,apparel,topwear,shirts,white,fall,2011.0,casual,united colors of benetton women winter white shirt
56284,women,apparel,innerwear,other,white,summer,2017.0,casual,biara white everyday support bra
58621,women,accessories,jewellery,other,other,winter,2016.0,casual,toniq women multi coloured earrings
12346,women,apparel,topwear,tshirts,grey,fall,2011.0,formal,reebok women grey solid v-neck t-shirt
49968,men,apparel,innerwear,other,white,summer,2016.0,casual,hanes men white innerwear vest
9857,men,apparel,topwear,tshirts,green,fall,2011.0,casual,status quo men green polo tshirts
29924,men,accessories,watches,watches,black,winter,2016.0,casual,police men black dial chronograph watch pl12777jsu-02m
45148,men,accessories,watches,watches,white,winter,2016.0,casual,casio enticer men silver-gold analogue multi-dial watch mtp-1300sg-7avdf(a486)
37102,men,apparel,bottomwear,other,grey,summer,2012.0,formal,wills lifestyle men grey trousers
38483,women,accessories,belts,belts,white,summer,2012.0,casual,baggit women white belt
15127,men,apparel,bottomwear,other,brown,fall,2012.0,casual,arrow sport men solid  brown trousers
14883,women,accessories,bags,handbags,purple,summer,2011.0,casual,united colors of benetton women solid purple handbags
20012,women,apparel,topwear,tops,other,fall,2011.0,casual,united colors of benetton women lavender top
5322,men,footwear,shoes,sports shoes,black,summer,2011.0,sports,adidas men's adistar black shoe
35146,women,accessories,bags,other,purple,summer,2012.0,casual,allen solly woman purple clutch
28579,men,accessories,watches,watches,black,winter,2016.0,casual,adidas originals men black dial watch adh2644
40527,men,accessories,watches,watches,gold,winter,2016.0,casual,titan men gold dial watch
3525,men,apparel,topwear,tshirts,black,summer,2011.0,casual,myntra men's i know i am not black t-shirt
16866,women,accessories,eyewear,sunglasses,black,winter,2016.0,casual,idee women funky eyewear black sunglasses
